lead_id,connector_id,region,segment,product,lead_date,approved,disbursed,tat_days,disbursal_amount
LD14013,CN1014,Delhi NCR,Aggregator,Personal Loan,2026-02-16,True,True,7.0,292000.0
LD14014,CN1042,Chennai,Aggregator,Home Loan,2026-01-18,False,False,,0.0
LD14015,CN1005,Delhi NCR,Direct Sales,Personal Loan,2026-05-14,True,True,2.0,1732000.0
LD14016,CN1027,Mumbai,Digital Partner,Personal Loan,2026-04-22,True,True,15.0,568000.0
LD14017,CN1020,Chennai,Direct Sales,LAP,2026-03-27,False,False,,0.0
LD14018,CN1030,Bangalore,Digital Partner,Personal Loan,2026-05-31,False,False,,0.0
LD14019,CN1019,Pune,DSA,Business Loan,2026-05-01,True,True,14.0,1412000.0
LD14020,CN1058,Pune,Direct Sales,Personal Loan,2026-01-13,False,False,,0.0
LD14021,CN1029,Bangalore,Direct Sales,LAP,2026-03-02,True,True,24.0,1529000.0
LD14022,CN1007,Bangalore,DSA,Home Loan,2026-01-18,True,True,6.0,1296000.0
LD14023,CN1015,Pune,Aggregator,Business Loan,2026-02-14,False,False,,0.0
LD14024,CN1012,Hyderabad,Aggregator,LAP,2026-03-26,False,False,,0.0
LD14025,CN1000,Pune,Direct Sales,LAP,2026-01-14,False,False,,0.0
LD14026,CN1010,Pune,Digital Partner,Home Loan,2026-02-13,False,False,,0.0
LD14027,CN1013,Chennai,Aggregator,Business Loan,2026-02-11,True,True,8.0,1557000.0
LD14028,CN1031,Delhi NCR,Direct Sales,Home Loan,2026-02-28,True,False,3.0,0.0
LD14029,CN1039,Pune,DSA,LAP,2026-01-23,True,True,10.0,1654000.0
LD14030,CN1049,Pune,Digital Partner,Home Loan,2026-05-15,False,False,,0.0
LD14031,CN1037,Bangalore,Aggregator,Personal Loan,2026-04-18,False,False,,0.0
LD14032,CN1012,Hyderabad,Aggregator,LAP,2026-05-28,False,False,,0.0
LD14033,CN1043,Bangalore,Direct Sales,Home Loan,2026-01-03,False,False,,0.0
LD14034,CN1027,Mumbai,Digital Partner,Personal Loan,2026-02-02,True,True,3.0,729000.0
LD14035,CN1004,Chennai,Direct Sales,Home Loan,2026-02-26,False,False,,0.0
LD14036,CN1007,Bangalore,DSA,Home Loan,2026-04-23,True,False,6.0,0.0
LD14037,CN1051,Delhi NCR,DSA,Personal Loan,2026-03-04,True,True,6.0,1283000.0
LD14038,CN1035,Hyderabad,Digital Partner,Business Loan,2026-03-27,False,False,,0.0
LD14039,CN1006,Bangalore,Aggregator,Business Loan,2026-03-06,True,True,3.0,894000.0
LD14040,CN1059,Pune,DSA,Home Loan,2026-04-23,True,True,20.0,285000.0
LD14041,CN1050,Hyderabad,Digital Partner,Home Loan,2026-02-03,False,False,,0.0
LD14042,CN1031,Delhi NCR,Direct Sales,Personal Loan,2026-02-11,False,False,,0.0
LD14043,CN1007,Bangalore,DSA,Personal Loan,2026-04-17,False,False,,0.0
LD14044,CN1017,Hyderabad,Digital Partner,Personal Loan,2026-05-01,True,False,3.0,0.0
LD14045,CN1016,Hyderabad,Aggregator,Home Loan,2026-05-30,False,False,,0.0
LD14046,CN1032,Pune,Digital Partner,Home Loan,2026-01-31,False,False,,0.0
LD14047,CN1026,Pune,Aggregator,Personal Loan,2026-03-09,True,False,19.0,0.0
LD14048,CN1046,Delhi NCR,Aggregator,LAP,2026-01-18,False,False,,0.0
LD14049,CN1041,Bangalore,DSA,Business Loan,2026-02-11,True,True,8.0,2350000.0
LD14050,CN1032,Pune,Digital Partner,Business Loan,2026-05-05,True,True,14.0,1415000.0
LD14051,CN1045,Mumbai,Digital Partner,LAP,2026-04-17,False,False,,0.0
LD14052,CN1049,Pune,Digital Partner,Business Loan,2026-04-28,False,False,,0.0
LD14053,CN1017,Hyderabad,Digital Partner,Personal Loan,2026-04-09,True,True,6.0,256000.0
LD14054,CN1008,Bangalore,Digital Partner,Business Loan,2026-04-03,True,True,11.0,1958000.0
LD14055,CN1012,Hyderabad,Aggregator,LAP,2026-03-18,False,False,,0.0
LD14056,CN1059,Pune,DSA,Business Loan,2026-04-21,True,True,11.0,1531000.0
LD14057,CN1028,Mumbai,Aggregator,Home Loan,2026-02-27,False,False,,0.0
LD14058,CN1049,Pune,Digital Partner,LAP,2026-01-03,True,True,7.0,1161000.0
LD14059,CN1044,Chennai,DSA,Home Loan,2026-02-13,True,True,5.0,267000.0
LD14060,CN1052,Delhi NCR,DSA,Home Loan,2026-03-07,True,True,6.0,2303000.0
LD14061,CN1004,Chennai,Direct Sales,LAP,2026-05-23,False,False,,0.0
LD14062,CN1043,Bangalore,Direct Sales,LAP,2026-02-08,True,True,18.0,1609000.0
LD14063,CN1014,Delhi NCR,Aggregator,Personal Loan,2026-05-17,False,False,,0.0
LD14064,CN1021,Mumbai,Aggregator,Personal Loan,2026-04-15,True,True,11.0,2273000.0
LD14065,CN1029,Bangalore,Direct Sales,Personal Loan,2026-05-27,False,False,,0.0
LD14066,CN1014,Delhi NCR,Aggregator,LAP,2026-02-26,True,True,9.0,2224000.0
LD14067,CN1041,Bangalore,DSA,LAP,2026-04-28,False,False,,0.0
LD14068,CN1047,Pune,DSA,Home Loan,2026-04-04,False,False,,0.0
LD14069,CN1048,Mumbai,Digital Partner,LAP,2026-05-17,True,True,8.0,2376000.0
LD14070,CN1040,Mumbai,Digital Partner,Personal Loan,2026-03-03,True,True,13.0,2128000.0
LD14071,CN1036,Hyderabad,DSA,Business Loan,2026-04-14,True,False,10.0,0.0
LD14072,CN1043,Bangalore,Direct Sales,LAP,2026-04-30,False,False,,0.0
LD14073,CN1011,Bangalore,Digital Partner,Business Loan,2026-05-25,False,False,,0.0
LD14074,CN1032,Pune,Digital Partner,Business Loan,2026-03-26,False,False,,0.0
LD14075,CN1040,Mumbai,Digital Partner,Business Loan,2026-05-31,False,False,,0.0
LD14076,CN1004,Chennai,Direct Sales,LAP,2026-03-27,False,False,,0.0
LD14077,CN1028,Mumbai,Aggregator,LAP,2026-03-03,True,True,10.0,1013000.0
LD14078,CN1019,Pune,DSA,Business Loan,2026-01-17,True,False,6.0,0.0
LD14079,CN1036,Hyderabad,DSA,Personal Loan,2026-02-15,True,True,19.0,1759000.0
LD14080,CN1013,Chennai,Aggregator,Personal Loan,2026-05-27,False,False,,0.0
LD14081,CN1005,Delhi NCR,Direct Sales,LAP,2026-05-11,True,True,14.0,1510000.0
LD14082,CN1038,Pune,Digital Partner,LAP,2026-04-06,True,True,16.0,495000.0
LD14083,CN1038,Pune,Digital Partner,Home Loan,2026-01-04,True,False,6.0,0.0
LD14084,CN1058,Pune,Direct Sales,Home Loan,2026-04-05,False,False,,0.0
LD14085,CN1054,Delhi NCR,Direct Sales,Personal Loan,2026-03-10,True,True,11.0,179000.0
LD14086,CN1000,Pune,Direct Sales,LAP,2026-05-20,True,True,7.0,2355000.0
LD14087,CN1021,Mumbai,Aggregator,Personal Loan,2026-03-19,False,False,,0.0
LD14088,CN1007,Bangalore,DSA,LAP,2026-02-24,False,False,,0.0
LD14089,CN1042,Chennai,Aggregator,Personal Loan,2026-04-26,False,False,,0.0
LD14090,CN1040,Mumbai,Digital Partner,Home Loan,2026-04-28,True,False,23.0,0.0
LD14091,CN1016,Hyderabad,Aggregator,Personal Loan,2026-01-08,False,False,,0.0
LD14092,CN1032,Pune,Digital Partner,Personal Loan,2026-05-07,False,False,,0.0
LD14093,CN1015,Pune,Aggregator,LAP,2026-02-12,True,True,13.0,1838000.0
LD14094,CN1051,Delhi NCR,DSA,Business Loan,2026-01-24,False,False,,0.0
LD14095,CN1046,Delhi NCR,Aggregator,LAP,2026-03-23,True,True,23.0,734000.0
LD14096,CN1008,Bangalore,Digital Partner,Home Loan,2026-04-21,False,False,,0.0
LD14097,CN1000,Pune,Direct Sales,Business Loan,2026-03-08,True,True,23.0,1270000.0
LD14098,CN1058,Pune,Direct Sales,Personal Loan,2026-05-08,True,False,22.0,0.0
LD14099,CN1004,Chennai,Direct Sales,Personal Loan,2026-05-16,False,False,,0.0
LD14100,CN1029,Bangalore,Direct Sales,LAP,2026-02-07,True,True,16.0,374000.0
LD14101,CN1059,Pune,DSA,Business Loan,2026-04-13,False,False,,0.0
LD14102,CN1029,Bangalore,Direct Sales,Business Loan,2026-02-18,True,True,10.0,2282000.0
LD14103,CN1008,Bangalore,Digital Partner,Personal Loan,2026-04-02,False,False,,0.0
LD14104,CN1042,Chennai,Aggregator,Business Loan,2026-05-18,True,False,13.0,0.0
LD14105,CN1039,Pune,DSA,LAP,2026-05-13,False,False,,0.0
LD14106,CN1048,Mumbai,Digital Partner,Personal Loan,2026-01-10,True,True,23.0,487000.0
LD14107,CN1024,Hyderabad,Aggregator,Home Loan,2026-01-17,True,True,23.0,2124000.0
LD14108,CN1010,Pune,Digital Partner,Home Loan,2026-01-31,True,True,9.0,2421000.0
LD14109,CN1026,Pune,Aggregator,Personal Loan,2026-02-25,False,False,,0.0
LD14110,CN1000,Pune,Direct Sales,Personal Loan,2026-05-07,False,False,,0.0
LD14111,CN1029,Bangalore,Direct Sales,Personal Loan,2026-02-20,True,True,13.0,910000.0
LD14112,CN1013,Chennai,Aggregator,Home Loan,2026-05-13,False,False,,0.0
LD14113,CN1002,Bangalore,DSA,Home Loan,2026-01-07,True,True,25.0,1596000.0
LD14114,CN1022,Pune,Aggregator,Business Loan,2026-03-05,True,True,21.0,913000.0
LD14115,CN1004,Chennai,Direct Sales,Home Loan,2026-03-02,True,True,24.0,1939000.0
LD14116,CN1038,Pune,Digital Partner,Business Loan,2026-02-28,False,False,,0.0
LD14117,CN1022,Pune,Aggregator,Home Loan,2026-05-14,False,False,,0.0
LD14118,CN1043,Bangalore,Direct Sales,Home Loan,2026-01-01,True,False,24.0,0.0
LD14119,CN1035,Hyderabad,Digital Partner,Home Loan,2026-04-01,True,True,15.0,263000.0
LD14120,CN1026,Pune,Aggregator,LAP,2026-01-09,True,True,3.0,1401000.0
LD14121,CN1008,Bangalore,Digital Partner,Business Loan,2026-01-12,True,True,17.0,1980000.0
LD14122,CN1036,Hyderabad,DSA,Personal Loan,2026-05-10,False,False,,0.0
LD14123,CN1009,Chennai,Aggregator,Home Loan,2026-04-08,True,True,5.0,432000.0
LD14124,CN1000,Pune,Direct Sales,Personal Loan,2026-04-01,True,False,19.0,0.0
LD14125,CN1046,Delhi NCR,Aggregator,Home Loan,2026-05-23,False,False,,0.0
LD14126,CN1023,Delhi NCR,Digital Partner,Home Loan,2026-01-23,False,False,,0.0
LD14127,CN1029,Bangalore,Direct Sales,Business Loan,2026-04-22,False,False,,0.0
LD14128,CN1054,Delhi NCR,Direct Sales,LAP,2026-05-17,False,False,,0.0
LD14129,CN1057,Pune,DSA,Business Loan,2026-05-03,True,True,10.0,371000.0
LD14130,CN1015,Pune,Aggregator,Home Loan,2026-02-25,False,False,,0.0
LD14131,CN1048,Mumbai,Digital Partner,Home Loan,2026-02-06,False,False,,0.0
LD14132,CN1057,Pune,DSA,Personal Loan,2026-01-28,False,False,,0.0
LD14133,CN1030,Bangalore,Digital Partner,LAP,2026-03-06,False,False,,0.0
LD14134,CN1011,Bangalore,Digital Partner,LAP,2026-05-24,False,False,,0.0
LD14135,CN1058,Pune,Direct Sales,Home Loan,2026-02-17,True,False,14.0,0.0
LD14136,CN1044,Chennai,DSA,Personal Loan,2026-04-07,True,False,12.0,0.0
LD14137,CN1015,Pune,Aggregator,Home Loan,2026-04-06,False,False,,0.0
LD14138,CN1011,Bangalore,Digital Partner,Business Loan,2026-03-04,False,False,,0.0
LD14139,CN1044,Chennai,DSA,Business Loan,2026-03-04,True,True,19.0,186000.0
LD14140,CN1025,Chennai,Aggregator,Business Loan,2026-05-06,False,False,,0.0
LD14141,CN1052,Delhi NCR,DSA,Home Loan,2026-01-02,True,True,19.0,2377000.0
LD14142,CN1037,Bangalore,Aggregator,Personal Loan,2026-05-24,True,True,23.0,226000.0
LD14143,CN1020,Chennai,Direct Sales,Business Loan,2026-02-14,False,False,,0.0
LD14144,CN1007,Bangalore,DSA,Personal Loan,2026-05-11,False,False,,0.0
LD14145,CN1011,Bangalore,Digital Partner,Business Loan,2026-02-28,True,True,23.0,945000.0
LD14146,CN1033,Pune,Aggregator,Personal Loan,2026-03-22,False,False,,0.0
LD14147,CN1031,Delhi NCR,Direct Sales,Business Loan,2026-01-12,True,True,4.0,2008000.0
LD14148,CN1050,Hyderabad,Digital Partner,Personal Loan,2026-04-05,True,False,10.0,0.0
LD14149,CN1042,Chennai,Aggregator,Personal Loan,2026-01-20,False,False,,0.0
LD14150,CN1049,Pune,Digital Partner,LAP,2026-03-26,True,True,23.0,274000.0
LD14151,CN1007,Bangalore,DSA,Business Loan,2026-02-24,True,True,17.0,926000.0
LD14152,CN1011,Bangalore,Digital Partner,Home Loan,2026-01-16,True,True,6.0,94000.0
LD14153,CN1044,Chennai,DSA,Home Loan,2026-04-22,False,False,,0.0
LD14154,CN1050,Hyderabad,Digital Partner,Personal Loan,2026-01-19,True,True,5.0,383000.0
LD14155,CN1014,Delhi NCR,Aggregator,Personal Loan,2026-02-08,True,False,20.0,0.0
LD14156,CN1024,Hyderabad,Aggregator,Home Loan,2026-04-21,False,False,,0.0
LD14157,CN1015,Pune,Aggregator,Business Loan,2026-04-29,False,False,,0.0
LD14158,CN1042,Chennai,Aggregator,Business Loan,2026-04-14,True,False,17.0,0.0
LD14159,CN1026,Pune,Aggregator,Home Loan,2026-01-19,True,True,17.0,617000.0
LD14160,CN1043,Bangalore,Direct Sales,Home Loan,2026-02-03,True,True,2.0,1178000.0
LD14161,CN1039,Pune,DSA,LAP,2026-05-28,False,False,,0.0
LD14162,CN1043,Bangalore,Direct Sales,Business Loan,2026-05-20,True,True,22.0,2343000.0
LD14163,CN1037,Bangalore,Aggregator,LAP,2026-02-21,True,True,14.0,856000.0
LD14164,CN1004,Chennai,Direct Sales,Home Loan,2026-01-08,False,False,,0.0
LD14165,CN1009,Chennai,Aggregator,LAP,2026-02-16,True,True,7.0,347000.0
LD14166,CN1024,Hyderabad,Aggregator,Personal Loan,2026-04-01,False,False,,0.0
LD14167,CN1034,Hyderabad,Direct Sales,LAP,2026-05-05,False,False,,0.0
LD14168,CN1027,Mumbai,Digital Partner,LAP,2026-03-14,True,True,11.0,1226000.0
LD14169,CN1055,Chennai,DSA,Personal Loan,2026-01-01,True,False,16.0,0.0
LD14170,CN1057,Pune,DSA,Business Loan,2026-03-20,True,True,15.0,1266000.0
LD14171,CN1001,Chennai,Digital Partner,LAP,2026-05-27,False,False,,0.0
LD14172,CN1031,Delhi NCR,Direct Sales,Business Loan,2026-03-21,False,False,,0.0
LD14173,CN1043,Bangalore,Direct Sales,Personal Loan,2026-04-18,False,False,,0.0
LD14174,CN1033,Pune,Aggregator,Business Loan,2026-03-30,True,False,10.0,0.0
LD14175,CN1042,Chennai,Aggregator,LAP,2026-01-09,True,True,12.0,1763000.0
LD14176,CN1048,Mumbai,Digital Partner,Business Loan,2026-02-20,True,True,10.0,1434000.0
LD14177,CN1016,Hyderabad,Aggregator,Home Loan,2026-04-29,True,True,22.0,1435000.0
LD14178,CN1035,Hyderabad,Digital Partner,LAP,2026-02-05,True,True,12.0,554000.0
LD14179,CN1025,Chennai,Aggregator,LAP,2026-04-30,False,False,,0.0
LD14180,CN1057,Pune,DSA,Home Loan,2026-04-05,True,True,7.0,1184000.0
LD14181,CN1056,Delhi NCR,DSA,Home Loan,2026-04-20,True,False,12.0,0.0
LD14182,CN1040,Mumbai,Digital Partner,LAP,2026-05-15,True,True,20.0,1920000.0
LD14183,CN1031,Delhi NCR,Direct Sales,Business Loan,2026-03-31,False,False,,0.0
LD14184,CN1016,Hyderabad,Aggregator,Business Loan,2026-04-22,True,False,10.0,0.0
LD14185,CN1047,Pune,DSA,LAP,2026-02-26,True,True,4.0,1990000.0
LD14186,CN1020,Chennai,Direct Sales,LAP,2026-02-01,True,False,20.0,0.0
LD14187,CN1042,Chennai,Aggregator,Home Loan,2026-03-04,False,False,,0.0
LD14188,CN1012,Hyderabad,Aggregator,LAP,2026-03-12,False,False,,0.0
LD14189,CN1005,Delhi NCR,Direct Sales,LAP,2026-02-27,True,True,15.0,696000.0
LD14190,CN1057,Pune,DSA,Home Loan,2026-02-07,True,True,18.0,1079000.0
LD14191,CN1059,Pune,DSA,Business Loan,2026-02-25,False,False,,0.0
LD14192,CN1001,Chennai,Digital Partner,LAP,2026-01-26,True,True,2.0,2494000.0
LD14193,CN1017,Hyderabad,Digital Partner,Business Loan,2026-02-03,True,True,17.0,1916000.0
LD14194,CN1040,Mumbai,Digital Partner,Business Loan,2026-03-25,True,False,13.0,0.0
LD14195,CN1059,Pune,DSA,Home Loan,2026-03-15,True,True,13.0,875000.0
LD14196,CN1030,Bangalore,Digital Partner,Home Loan,2026-02-02,True,True,11.0,731000.0
LD14197,CN1021,Mumbai,Aggregator,Business Loan,2026-03-19,True,True,25.0,1547000.0
LD14198,CN1008,Bangalore,Digital Partner,Personal Loan,2026-01-08,True,True,13.0,311000.0
LD14199,CN1042,Chennai,Aggregator,Personal Loan,2026-02-22,False,False,,0.0
LD14200,CN1059,Pune,DSA,Business Loan,2026-03-27,False,False,,0.0
LD14201,CN1009,Chennai,Aggregator,LAP,2026-05-16,False,False,,0.0
LD14202,CN1056,Delhi NCR,DSA,Business Loan,2026-02-18,True,True,23.0,2107000.0
LD14203,CN1040,Mumbai,Digital Partner,Personal Loan,2026-05-23,False,False,,0.0
LD14204,CN1016,Hyderabad,Aggregator,Personal Loan,2026-05-27,False,False,,0.0
LD14205,CN1046,Delhi NCR,Aggregator,Personal Loan,2026-03-08,False,False,,0.0
LD14206,CN1008,Bangalore,Digital Partner,LAP,2026-02-18,True,True,14.0,592000.0
LD14207,CN1041,Bangalore,DSA,Personal Loan,2026-02-27,False,False,,0.0
LD14208,CN1001,Chennai,Digital Partner,LAP,2026-01-13,False,False,,0.0
LD14209,CN1027,Mumbai,Digital Partner,LAP,2026-02-16,True,True,23.0,1865000.0
LD14210,CN1007,Bangalore,DSA,Personal Loan,2026-03-05,True,True,7.0,700000.0
LD14211,CN1027,Mumbai,Digital Partner,Home Loan,2026-01-28,True,True,16.0,1800000.0
LD14212,CN1024,Hyderabad,Aggregator,Business Loan,2026-05-10,False,False,,0.0
LD14213,CN1001,Chennai,Digital Partner,Business Loan,2026-05-19,False,False,,0.0
LD14214,CN1053,Mumbai,DSA,Personal Loan,2026-05-22,False,False,,0.0
LD14215,CN1013,Chennai,Aggregator,LAP,2026-02-06,False,False,,0.0
LD14216,CN1027,Mumbai,Digital Partner,LAP,2026-04-08,False,False,,0.0
LD14217,CN1002,Bangalore,DSA,Personal Loan,2026-02-09,False,False,,0.0
LD14218,CN1000,Pune,Direct Sales,Personal Loan,2026-05-05,True,True,16.0,696000.0
LD14219,CN1045,Mumbai,Digital Partner,Personal Loan,2026-03-19,True,True,6.0,610000.0
LD14220,CN1042,Chennai,Aggregator,LAP,2026-01-13,True,True,21.0,2364000.0
LD14221,CN1052,Delhi NCR,DSA,Business Loan,2026-04-11,True,True,12.0,1838000.0
LD14222,CN1059,Pune,DSA,Home Loan,2026-02-20,True,True,6.0,1578000.0
LD14223,CN1029,Bangalore,Direct Sales,Home Loan,2026-01-03,True,True,14.0,1455000.0
LD14224,CN1037,Bangalore,Aggregator,Personal Loan,2026-02-25,True,True,2.0,588000.0
LD14225,CN1017,Hyderabad,Digital Partner,LAP,2026-04-15,True,True,24.0,351000.0
LD14226,CN1039,Pune,DSA,Business Loan,2026-04-27,True,True,16.0,2147000.0
LD14227,CN1038,Pune,Digital Partner,Home Loan,2026-05-03,True,True,12.0,660000.0
LD14228,CN1025,Chennai,Aggregator,Personal Loan,2026-02-14,False,False,,0.0
LD14229,CN1056,Delhi NCR,DSA,LAP,2026-02-23,True,False,7.0,0.0
LD14230,CN1031,Delhi NCR,Direct Sales,Home Loan,2026-05-29,True,True,17.0,468000.0
LD14231,CN1037,Bangalore,Aggregator,Personal Loan,2026-02-25,True,False,6.0,0.0
LD14232,CN1050,Hyderabad,Digital Partner,Personal Loan,2026-02-02,True,True,20.0,2033000.0
LD14233,CN1035,Hyderabad,Digital Partner,Personal Loan,2026-01-24,True,True,7.0,1672000.0
LD14234,CN1056,Delhi NCR,DSA,Home Loan,2026-03-16,True,True,16.0,2045000.0
LD14235,CN1004,Chennai,Direct Sales,Business Loan,2026-03-08,False,False,,0.0
LD14236,CN1051,Delhi NCR,DSA,Business Loan,2026-01-27,False,False,,0.0
LD14237,CN1046,Delhi NCR,Aggregator,Business Loan,2026-05-07,True,True,5.0,1575000.0
LD14238,CN1026,Pune,Aggregator,Home Loan,2026-03-09,True,True,19.0,607000.0
LD14239,CN1023,Delhi NCR,Digital Partner,Business Loan,2026-02-09,False,False,,0.0
LD14240,CN1057,Pune,DSA,Business Loan,2026-02-07,True,False,4.0,0.0
LD14241,CN1052,Delhi NCR,DSA,Home Loan,2026-02-09,True,True,20.0,1966000.0
LD14242,CN1014,Delhi NCR,Aggregator,LAP,2026-04-09,True,True,24.0,674000.0
LD14243,CN1024,Hyderabad,Aggregator,Home Loan,2026-03-05,True,True,16.0,1455000.0
LD14244,CN1027,Mumbai,Digital Partner,Personal Loan,2026-02-17,True,True,3.0,342000.0
LD14245,CN1008,Bangalore,Digital Partner,Business Loan,2026-05-12,True,True,24.0,1404000.0
LD14246,CN1041,Bangalore,DSA,Personal Loan,2026-01-19,True,True,17.0,764000.0
LD14247,CN1036,Hyderabad,DSA,Personal Loan,2026-02-27,True,True,20.0,2430000.0
LD14248,CN1029,Bangalore,Direct Sales,LAP,2026-04-01,True,True,5.0,1260000.0
LD14249,CN1012,Hyderabad,Aggregator,Home Loan,2026-02-14,True,True,14.0,1884000.0
LD14250,CN1052,Delhi NCR,DSA,Home Loan,2026-02-26,True,True,2.0,934000.0
LD14251,CN1047,Pune,DSA,LAP,2026-02-08,True,True,14.0,1714000.0
LD14252,CN1052,Delhi NCR,DSA,LAP,2026-04-08,False,False,,0.0
LD14253,CN1042,Chennai,Aggregator,Home Loan,2026-02-19,False,False,,0.0
LD14254,CN1038,Pune,Digital Partner,Personal Loan,2026-05-19,False,False,,0.0
LD14255,CN1014,Delhi NCR,Aggregator,Home Loan,2026-03-16,True,True,2.0,797000.0
LD14256,CN1043,Bangalore,Direct Sales,Business Loan,2026-05-11,True,False,2.0,0.0
LD14257,CN1037,Bangalore,Aggregator,LAP,2026-04-29,True,True,13.0,1554000.0
LD14258,CN1028,Mumbai,Aggregator,Business Loan,2026-05-10,False,False,,0.0
LD14259,CN1022,Pune,Aggregator,Personal Loan,2026-03-22,True,True,17.0,681000.0
LD14260,CN1039,Pune,DSA,Home Loan,2026-04-12,True,True,7.0,2372000.0
LD14261,CN1059,Pune,DSA,LAP,2026-04-17,True,True,17.0,1212000.0
LD14262,CN1058,Pune,Direct Sales,Home Loan,2026-02-10,False,False,,0.0
LD14263,CN1017,Hyderabad,Digital Partner,Home Loan,2026-01-05,True,False,13.0,0.0
LD14264,CN1012,Hyderabad,Aggregator,Personal Loan,2026-02-06,False,False,,0.0
LD14265,CN1004,Chennai,Direct Sales,Home Loan,2026-01-08,False,False,,0.0
LD14266,CN1029,Bangalore,Direct Sales,Home Loan,2026-02-08,True,True,12.0,2314000.0
LD14267,CN1022,Pune,Aggregator,Business Loan,2026-02-25,True,True,12.0,1906000.0
LD14268,CN1054,Delhi NCR,Direct Sales,Business Loan,2026-03-01,True,True,25.0,2040000.0
LD14269,CN1029,Bangalore,Direct Sales,Business Loan,2026-02-14,False,False,,0.0
LD14270,CN1000,Pune,Direct Sales,LAP,2026-02-16,True,True,12.0,1675000.0
LD14271,CN1045,Mumbai,Digital Partner,Personal Loan,2026-05-22,True,True,25.0,312000.0
LD14272,CN1001,Chennai,Digital Partner,Personal Loan,2026-01-12,True,True,9.0,1776000.0
LD14273,CN1042,Chennai,Aggregator,Home Loan,2026-01-17,False,False,,0.0
LD14274,CN1032,Pune,Digital Partner,Personal Loan,2026-02-15,False,False,,0.0
LD14275,CN1007,Bangalore,DSA,Personal Loan,2026-02-14,False,False,,0.0
LD14276,CN1008,Bangalore,Digital Partner,LAP,2026-03-17,True,False,5.0,0.0
LD14277,CN1018,Delhi NCR,Aggregator,LAP,2026-05-18,True,True,15.0,1363000.0
LD14278,CN1039,Pune,DSA,Business Loan,2026-03-18,False,False,,0.0
LD14279,CN1038,Pune,Digital Partner,Personal Loan,2026-05-30,True,True,19.0,1366000.0
LD14280,CN1052,Delhi NCR,DSA,Business Loan,2026-03-21,False,False,,0.0
LD14281,CN1052,Delhi NCR,DSA,Home Loan,2026-01-01,True,True,20.0,2324000.0
LD14282,CN1033,Pune,Aggregator,Business Loan,2026-04-24,False,False,,0.0
LD14283,CN1026,Pune,Aggregator,Business Loan,2026-03-04,False,False,,0.0
LD14284,CN1053,Mumbai,DSA,LAP,2026-04-10,True,True,14.0,1885000.0
LD14285,CN1040,Mumbai,Digital Partner,Personal Loan,2026-04-22,False,False,,0.0
LD14286,CN1052,Delhi NCR,DSA,Home Loan,2026-03-17,False,False,,0.0
LD14287,CN1000,Pune,Direct Sales,Personal Loan,2026-02-06,False,False,,0.0
LD14288,CN1025,Chennai,Aggregator,Business Loan,2026-02-07,True,True,2.0,799000.0
LD14289,CN1040,Mumbai,Digital Partner,Personal Loan,2026-01-12,True,True,19.0,582000.0
LD14290,CN1048,Mumbai,Digital Partner,Personal Loan,2026-03-14,False,False,,0.0
LD14291,CN1019,Pune,DSA,Personal Loan,2026-01-24,True,True,6.0,2072000.0
LD14292,CN1041,Bangalore,DSA,Business Loan,2026-05-31,True,False,10.0,0.0
LD14293,CN1051,Delhi NCR,DSA,Personal Loan,2026-02-11,True,True,25.0,1396000.0
LD14294,CN1014,Delhi NCR,Aggregator,Personal Loan,2026-02-26,False,False,,0.0
LD14295,CN1049,Pune,Digital Partner,Business Loan,2026-04-15,True,True,7.0,1780000.0
LD14296,CN1010,Pune,Digital Partner,Personal Loan,2026-01-02,True,True,7.0,1371000.0
LD14297,CN1011,Bangalore,Digital Partner,Home Loan,2026-05-20,True,False,2.0,0.0
LD14298,CN1042,Chennai,Aggregator,LAP,2026-01-12,False,False,,0.0
LD14299,CN1013,Chennai,Aggregator,Home Loan,2026-03-11,True,True,9.0,1397000.0
LD14300,CN1042,Chennai,Aggregator,Personal Loan,2026-04-01,False,False,,0.0
LD14301,CN1050,Hyderabad,Digital Partner,Home Loan,2026-04-17,False,False,,0.0
LD14302,CN1031,Delhi NCR,Direct Sales,Home Loan,2026-05-25,False,False,,0.0
LD14303,CN1054,Delhi NCR,Direct Sales,Personal Loan,2026-01-16,True,True,15.0,452000.0
LD14304,CN1054,Delhi NCR,Direct Sales,Business Loan,2026-04-22,False,False,,0.0
LD14305,CN1035,Hyderabad,Digital Partner,Home Loan,2026-02-15,False,False,,0.0
LD14306,CN1040,Mumbai,Digital Partner,Home Loan,2026-05-09,True,True,8.0,576000.0
LD14307,CN1047,Pune,DSA,Business Loan,2026-04-15,False,False,,0.0
LD14308,CN1055,Chennai,DSA,Personal Loan,2026-05-10,True,True,22.0,2411000.0
LD14309,CN1026,Pune,Aggregator,Business Loan,2026-02-15,True,True,15.0,1403000.0
LD14310,CN1030,Bangalore,Digital Partner,Personal Loan,2026-01-01,False,False,,0.0
LD14311,CN1034,Hyderabad,Direct Sales,Home Loan,2026-02-09,False,False,,0.0
LD14312,CN1000,Pune,Direct Sales,Home Loan,2026-02-21,False,False,,0.0
LD14313,CN1036,Hyderabad,DSA,Home Loan,2026-01-26,False,False,,0.0
LD14314,CN1051,Delhi NCR,DSA,Home Loan,2026-03-31,False,False,,0.0
LD14315,CN1040,Mumbai,Digital Partner,Business Loan,2026-01-17,True,True,25.0,2355000.0
